year,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,country
2021,5.318,3.521,1.763,0.034,HTI
2022,5.318,3.521,1.763,0.034,HTI
2000,5.873,4.412,1.316,0.145,HND
2001,5.873,4.412,1.316,0.145,HND
2002,5.873,4.412,1.316,0.145,HND
2003,5.873,4.412,1.316,0.145,HND
2004,5.873,4.412,1.316,0.145,HND
2005,6.237,4.588,1.498,0.15,HND
2006,6.237,4.588,1.498,0.15,HND
2007,6.237,4.588,1.498,0.15,HND
2008,6.237,4.588,1.498,0.15,HND
2009,6.237,4.588,1.498,0.15,HND
2010,6.604,4.757,1.722,0.125,HND
2011,6.604,4.757,1.722,0.125,HND
2012,6.604,4.757,1.722,0.125,HND
2013,6.604,4.757,1.722,0.125,HND
2014,6.604,4.757,1.722,0.125,HND
2015,7.037,4.86,1.897,0.279,HND
2016,7.037,4.86,1.897,0.279,HND
2017,7.037,4.86,1.897,0.279,HND
2018,7.037,4.86,1.897,0.279,HND
2019,7.037,4.86,1.897,0.279,HND
2020,7.037,4.86,1.897,0.279,HND
2021,7.037,4.86,1.897,0.279,HND
2022,7.037,4.86,1.897,0.279,HND
2000,11.574,7.934,3.187,0.452,HUN
2001,11.574,7.934,3.187,0.452,HUN
2002,11.574,7.934,3.187,0.452,HUN
2003,11.574,7.934,3.187,0.452,HUN
2004,11.574,7.934,3.187,0.452,HUN
2005,11.89,7.943,3.346,0.602,HUN
2006,11.89,7.943,3.346,0.602,HUN
2007,11.89,7.943,3.346,0.602,HUN
2008,11.89,7.943,3.346,0.602,HUN
2009,11.89,7.943,3.346,0.602,HUN
2010,11.981,7.622,3.676,0.683,HUN
2011,11.981,7.622,3.676,0.683,HUN
2012,11.981,7.622,3.676,0.683,HUN
2013,11.981,7.622,3.676,0.683,HUN
2014,11.981,7.622,3.676,0.683,HUN
2015,12.0,7.279,3.939,0.781,HUN
2016,12.0,7.279,3.939,0.781,HUN
2017,12.0,7.279,3.939,0.781,HUN
2018,12.0,7.279,3.939,0.781,HUN
2019,12.0,7.279,3.939,0.781,HUN
2020,12.0,7.279,3.939,0.781,HUN
2021,12.0,7.279,3.939,0.781,HUN
2022,12.0,7.279,3.939,0.781,HUN
2000,9.658,5.703,3.332,0.624,ISL
2001,9.658,5.703,3.332,0.624,ISL
2002,9.658,5.703,3.332,0.624,ISL
2003,9.658,5.703,3.332,0.624,ISL
2004,9.658,5.703,3.332,0.624,ISL
2005,10.027,5.713,3.499,0.815,ISL
2006,10.027,5.713,3.499,0.815,ISL
2007,10.027,5.713,3.499,0.815,ISL
2008,10.027,5.713,3.499,0.815,ISL
2009,10.027,5.713,3.499,0.815,ISL
2010,9.802,5.784,3.262,0.755,ISL
2011,9.802,5.784,3.262,0.755,ISL
2012,9.802,5.784,3.262,0.755,ISL
2013,9.802,5.784,3.262,0.755,ISL
2014,9.802,5.784,3.262,0.755,ISL
2015,9.931,5.864,3.276,0.79,ISL
2016,9.931,5.864,3.276,0.79,ISL
2017,9.931,5.864,3.276,0.79,ISL
2018,9.931,5.864,3.276,0.79,ISL
2019,9.931,5.864,3.276,0.79,ISL
2020,9.931,5.864,3.276,0.79,ISL
2021,9.931,5.864,3.276,0.79,ISL
2022,9.931,5.864,3.276,0.79,ISL
2000,5.299,2.856,2.204,0.239,IND
2001,5.299,2.856,2.204,0.239,IND
2002,5.299,2.856,2.204,0.239,IND
2003,5.299,2.856,2.204,0.239,IND
2004,5.299,2.856,2.204,0.239,IND
2005,5.941,3.207,2.474,0.26,IND
2006,5.941,3.207,2.474,0.26,IND
2007,5.941,3.207,2.474,0.26,IND
2008,5.941,3.207,2.474,0.26,IND
2009,5.941,3.207,2.474,0.26,IND
2010,6.586,3.467,2.836,0.284,IND
2011,6.586,3.467,2.836,0.284,IND
2012,6.586,3.467,2.836,0.284,IND
2013,6.586,3.467,2.836,0.284,IND
2014,6.586,3.467,2.836,0.284,IND
2015,7.352,3.716,3.245,0.392,IND
2016,7.352,3.716,3.245,0.392,IND
2017,7.352,3.716,3.245,0.392,IND
2018,7.352,3.716,3.245,0.392,IND
2019,7.352,3.716,3.245,0.392,IND
2020,7.352,3.716,3.245,0.392,IND
2021,7.352,3.716,3.245,0.392,IND
2022,7.352,3.716,3.245,0.392,IND
2000,5.413,4.286,1.055,0.071,IDN
2001,5.413,4.286,1.055,0.071,IDN
2002,5.413,4.286,1.055,0.071,IDN
2003,5.413,4.286,1.055,0.071,IDN
2004,5.413,4.286,1.055,0.071,IDN
2005,6.684,4.803,1.725,0.156,IDN
2006,6.684,4.803,1.725,0.156,IDN
2007,6.684,4.803,1.725,0.156,IDN
2008,6.684,4.803,1.725,0.156,IDN
2009,6.684,4.803,1.725,0.156,IDN
2010,8.017,5.313,2.481,0.223,IDN
2011,8.017,5.313,2.481,0.223,IDN
2012,8.017,5.313,2.481,0.223,IDN
2013,8.017,5.313,2.481,0.223,IDN
2014,8.017,5.313,2.481,0.223,IDN
2015,8.649,5.446,2.863,0.34,IDN
2016,8.649,5.446,2.863,0.34,IDN
2017,8.649,5.446,2.863,0.34,IDN
2018,8.649,5.446,2.863,0.34,IDN
2019,8.649,5.446,2.863,0.34,IDN
2020,8.649,5.446,2.863,0.34,IDN
2021,8.649,5.446,2.863,0.34,IDN
2022,8.649,5.446,2.863,0.34,IDN
2000,7.658,4.051,3.218,0.389,IRN
2001,7.658,4.051,3.218,0.389,IRN
2002,7.658,4.051,3.218,0.389,IRN
2003,7.658,4.051,3.218,0.389,IRN
2004,7.658,4.051,3.218,0.389,IRN
2005,8.488,4.261,3.757,0.471,IRN
2006,8.488,4.261,3.757,0.471,IRN
2007,8.488,4.261,3.757,0.471,IRN
2008,8.488,4.261,3.757,0.471,IRN
2009,8.488,4.261,3.757,0.471,IRN
2010,9.151,4.375,4.089,0.687,IRN
2011,9.151,4.375,4.089,0.687,IRN
2012,9.151,4.375,4.089,0.687,IRN
2013,9.151,4.375,4.089,0.687,IRN
2014,9.151,4.375,4.089,0.687,IRN
2015,9.363,4.491,3.822,1.05,IRN
2016,9.363,4.491,3.822,1.05,IRN
2017,9.363,4.491,3.822,1.05,IRN
2018,9.363,4.491,3.822,1.05,IRN
2019,9.363,4.491,3.822,1.05,IRN
2020,9.363,4.491,3.822,1.05,IRN
2021,9.363,4.491,3.822,1.05,IRN
2022,9.363,4.491,3.822,1.05,IRN
2000,6.227,3.983,1.925,0.319,IRQ
2001,6.227,3.983,1.925,0.319,IRQ
2002,6.227,3.983,1.925,0.319,IRQ
2003,6.227,3.983,1.925,0.319,IRQ
2004,6.227,3.983,1.925,0.319,IRQ
2005,6.601,4.096,2.104,0.401,IRQ
2006,6.601,4.096,2.104,0.401,IRQ
2007,6.601,4.096,2.104,0.401,IRQ
2008,6.601,4.096,2.104,0.401,IRQ
2009,6.601,4.096,2.104,0.401,IRQ
2010,7.434,4.403,2.516,0.515,IRQ
2011,7.434,4.403,2.516,0.515,IRQ
2012,7.434,4.403,2.516,0.515,IRQ
2013,7.434,4.403,2.516,0.515,IRQ
2014,7.434,4.403,2.516,0.515,IRQ
2015,7.834,4.841,2.599,0.393,IRQ
2016,7.834,4.841,2.599,0.393,IRQ
2017,7.834,4.841,2.599,0.393,IRQ
2018,7.834,4.841,2.599,0.393,IRQ
2019,7.834,4.841,2.599,0.393,IRQ
2020,7.834,4.841,2.599,0.393,IRQ
2021,7.834,4.841,2.599,0.393,IRQ
2022,7.834,4.841,2.599,0.393,IRQ
2000,11.034,6.431,3.722,0.881,IRL
2001,11.034,6.431,3.722,0.881,IRL
2002,11.034,6.431,3.722,0.881,IRL
2003,11.034,6.431,3.722,0.881,IRL
2004,11.034,6.431,3.722,0.881,IRL
2005,11.797,6.684,4.03,1.083,IRL
2006,11.797,6.684,4.03,1.083,IRL
2007,11.797,6.684,4.03,1.083,IRL
2008,11.797,6.684,4.03,1.083,IRL
2009,11.797,6.684,4.03,1.083,IRL
2010,12.45,6.836,4.137,1.477,IRL
2011,12.45,6.836,4.137,1.477,IRL
2012,12.45,6.836,4.137,1.477,IRL
2013,12.45,6.836,4.137,1.477,IRL
2014,12.45,6.836,4.137,1.477,IRL
2015,12.436,6.985,4.132,1.318,IRL
2016,12.436,6.985,4.132,1.318,IRL
2017,12.436,6.985,4.132,1.318,IRL
2018,12.436,6.985,4.132,1.318,IRL
2019,12.436,6.985,4.132,1.318,IRL
2020,12.436,6.985,4.132,1.318,IRL
2021,12.436,6.985,4.132,1.318,IRL
2022,12.436,6.985,4.132,1.318,IRL
2000,11.765,6.26,4.368,1.137,ISR
2001,11.765,6.26,4.368,1.137,ISR
2002,11.765,6.26,4.368,1.137,ISR
2003,11.765,6.26,4.368,1.137,ISR
2004,11.765,6.26,4.368,1.137,ISR
2005,11.908,6.604,4.199,1.105,ISR
2006,11.908,6.604,4.199,1.105,ISR
2007,11.908,6.604,4.199,1.105,ISR
2008,11.908,6.604,4.199,1.105,ISR
2009,11.908,6.604,4.199,1.105,ISR
2010,12.573,6.58,4.817,1.176,ISR
2011,12.573,6.58,4.817,1.176,ISR
2012,12.573,6.58,4.817,1.176,ISR
2013,12.573,6.58,4.817,1.176,ISR
2014,12.573,6.58,4.817,1.176,ISR
2015,12.689,6.533,4.889,1.266,ISR
2016,12.689,6.533,4.889,1.266,ISR
2017,12.689,6.533,4.889,1.266,ISR
2018,12.689,6.533,4.889,1.266,ISR
2019,12.689,6.533,4.889,1.266,ISR
2020,12.689,6.533,4.889,1.266,ISR
2021,12.689,6.533,4.889,1.266,ISR
2022,12.689,6.533,4.889,1.266,ISR
2000,9.726,4.818,4.602,0.306,ITA
2001,9.726,4.818,4.602,0.306,ITA
2002,9.726,4.818,4.602,0.306,ITA
2003,9.726,4.818,4.602,0.306,ITA
2004,9.726,4.818,4.602,0.306,ITA
2005,10.198,4.869,4.976,0.352,ITA
2006,10.198,4.869,4.976,0.352,ITA
2007,10.198,4.869,4.976,0.352,ITA
2008,10.198,4.869,4.976,0.352,ITA
2009,10.198,4.869,4.976,0.352,ITA
2010,10.711,4.911,5.374,0.426,ITA
2011,10.711,4.911,5.374,0.426,ITA
2012,10.711,4.911,5.374,0.426,ITA
2013,10.711,4.911,5.374,0.426,ITA
2014,10.711,4.911,5.374,0.426,ITA
2015,11.027,4.946,5.568,0.513,ITA
2016,11.027,4.946,5.568,0.513,ITA
2017,11.027,4.946,5.568,0.513,ITA
2018,11.027,4.946,5.568,0.513,ITA
2019,11.027,4.946,5.568,0.513,ITA
2020,11.027,4.946,5.568,0.513,ITA
2021,11.027,4.946,5.568,0.513,ITA
2022,11.027,4.946,5.568,0.513,ITA
2000,9.587,5.401,3.765,0.42,JAM
2001,9.587,5.401,3.765,0.42,JAM
2002,9.587,5.401,3.765,0.42,JAM
2003,9.587,5.401,3.765,0.42,JAM
2004,9.587,5.401,3.765,0.42,JAM
2005,10.095,5.499,4.142,0.453,JAM
2006,10.095,5.499,4.142,0.453,JAM
2007,10.095,5.499,4.142,0.453,JAM
2008,10.095,5.499,4.142,0.453,JAM
2009,10.095,5.499,4.142,0.453,JAM
2010,10.335,5.53,4.314,0.49,JAM
2011,10.335,5.53,4.314,0.49,JAM
2012,10.335,5.53,4.314,0.49,JAM
2013,10.335,5.53,4.314,0.49,JAM
2014,10.335,5.53,4.314,0.49,JAM
2015,10.552,5.565,4.397,0.59,JAM
2016,10.552,5.565,4.397,0.59,JAM
2017,10.552,5.565,4.397,0.59,JAM
2018,10.552,5.565,4.397,0.59,JAM
2019,10.552,5.565,4.397,0.59,JAM
2020,10.552,5.565,4.397,0.59,JAM
2021,10.552,5.565,4.397,0.59,JAM
2022,10.552,5.565,4.397,0.59,JAM
2000,11.766,5.902,4.838,1.026,JPN
2001,11.766,5.902,4.838,1.026,JPN
2002,11.766,5.902,4.838,1.026,JPN
2003,11.766,5.902,4.838,1.026,JPN
2004,11.766,5.902,4.838,1.026,JPN
2005,12.124,5.925,5.048,1.152,JPN
2006,12.124,5.925,5.048,1.152,JPN
2007,12.124,5.925,5.048,1.152,JPN
2008,12.124,5.925,5.048,1.152,JPN
2009,12.124,5.925,5.048,1.152,JPN
2010,12.443,5.942,5.251,1.25,JPN
2011,12.443,5.942,5.251,1.25,JPN
2012,12.443,5.942,5.251,1.25,JPN
2013,12.443,5.942,5.251,1.25,JPN
2014,12.443,5.942,5.251,1.25,JPN
2015,12.826,5.958,5.428,1.441,JPN
2016,12.826,5.958,5.428,1.441,JPN
2017,12.826,5.958,5.428,1.441,JPN
2018,12.826,5.958,5.428,1.441,JPN
2019,12.826,5.958,5.428,1.441,JPN
2020,12.826,5.958,5.428,1.441,JPN
2021,12.826,5.958,5.428,1.441,JPN
2022,12.826,5.958,5.428,1.441,JPN
2000,8.716,4.901,3.508,0.307,JOR
2001,8.716,4.901,3.508,0.307,JOR
2002,8.716,4.901,3.508,0.307,JOR
2003,8.716,4.901,3.508,0.307,JOR
2004,8.716,4.901,3.508,0.307,JOR
2005,9.418,5.254,3.806,0.359,JOR
2006,9.418,5.254,3.806,0.359,JOR
2007,9.418,5.254,3.806,0.359,JOR
2008,9.418,5.254,3.806,0.359,JOR
2009,9.418,5.254,3.806,0.359,JOR
2010,9.922,5.622,3.951,0.349,JOR
2011,9.922,5.622,3.951,0.349,JOR
2012,9.922,5.622,3.951,0.349,JOR
2013,9.922,5.622,3.951,0.349,JOR
2014,9.922,5.622,3.951,0.349,JOR
2015,10.153,5.698,4.122,0.333,JOR
2016,10.153,5.698,4.122,0.333,JOR
2017,10.153,5.698,4.122,0.333,JOR
2018,10.153,5.698,4.122,0.333,JOR
2019,10.153,5.698,4.122,0.333,JOR
2020,10.153,5.698,4.122,0.333,JOR
2021,10.153,5.698,4.122,0.333,JOR
2022,10.153,5.698,4.122,0.333,JOR
2000,10.972,3.945,6.53,0.497,KAZ
2001,10.972,3.945,6.53,0.497,KAZ
2002,10.972,3.945,6.53,0.497,KAZ
2003,10.972,3.945,6.53,0.497,KAZ
2004,10.972,3.945,6.53,0.497,KAZ
2005,11.469,3.996,6.806,0.668,KAZ
2006,11.469,3.996,6.806,0.668,KAZ
2007,11.469,3.996,6.806,0.668,KAZ
2008,11.469,3.996,6.806,0.668,KAZ
2009,11.469,3.996,6.806,0.668,KAZ
2010,11.248,3.98,6.582,0.686,KAZ
2011,11.248,3.98,6.582,0.686,KAZ
2012,11.248,3.98,6.582,0.686,KAZ
2013,11.248,3.98,6.582,0.686,KAZ
2014,11.248,3.98,6.582,0.686,KAZ
2015,11.367,3.988,6.678,0.701,KAZ
2016,11.367,3.988,6.678,0.701,KAZ
2017,11.367,3.988,6.678,0.701,KAZ
2018,11.367,3.988,6.678,0.701,KAZ
2019,11.367,3.988,6.678,0.701,KAZ
2020,11.367,3.988,6.678,0.701,KAZ
2021,11.367,3.988,6.678,0.701,KAZ
2022,11.367,3.988,6.678,0.701,KAZ
2000,5.914,4.538,1.234,0.142,KEN
2001,5.914,4.538,1.234,0.142,KEN
2002,5.914,4.538,1.234,0.142,KEN
2003,5.914,4.538,1.234,0.142,KEN
2004,5.914,4.538,1.234,0.142,KEN
2005,6.483,4.799,1.504,0.18,KEN
2006,6.483,4.799,1.504,0.18,KEN
2007,6.483,4.799,1.504,0.18,KEN
2008,6.483,4.799,1.504,0.18,KEN
2009,6.483,4.799,1.504,0.18,KEN
2010,6.468,4.719,1.534,0.215,KEN
2011,6.468,4.719,1.534,0.215,KEN
2012,6.468,4.719,1.534,0.215,KEN
2013,6.468,4.719,1.534,0.215,KEN
2014,6.468,4.719,1.534,0.215,KEN
2015,6.908,4.988,1.671,0.249,KEN
2016,6.908,4.988,1.671,0.249,KEN
2017,6.908,4.988,1.671,0.249,KEN
2018,6.908,4.988,1.671,0.249,KEN
2019,6.908,4.988,1.671,0.249,KEN
2020,6.908,4.988,1.671,0.249,KEN
2021,6.908,4.988,1.671,0.249,KEN
2022,6.908,4.988,1.671,0.249,KEN
2000,6.12,2.657,3.162,0.301,KWT
2001,6.12,2.657,3.162,0.301,KWT
2002,6.12,2.657,3.162,0.301,KWT
2003,6.12,2.657,3.162,0.301,KWT
2004,6.12,2.657,3.162,0.301,KWT
2005,6.137,3.029,2.877,0.231,KWT
2006,6.137,3.029,2.877,0.231,KWT
2007,6.137,3.029,2.877,0.231,KWT
2008,6.137,3.029,2.877,0.231,KWT
2009,6.137,3.029,2.877,0.231,KWT
2010,6.391,3.105,3.047,0.239,KWT
2011,6.391,3.105,3.047,0.239,KWT
2012,6.391,3.105,3.047,0.239,KWT
2013,6.391,3.105,3.047,0.239,KWT
2014,6.391,3.105,3.047,0.239,KWT
2015,6.993,3.297,3.245,0.452,KWT
2016,6.993,3.297,3.245,0.452,KWT
2017,6.993,3.297,3.245,0.452,KWT
2018,6.993,3.297,3.245,0.452,KWT
2019,6.993,3.297,3.245,0.452,KWT
2020,6.993,3.297,3.245,0.452,KWT
2021,6.993,3.297,3.245,0.452,KWT
2022,6.993,3.297,3.245,0.452,KWT
2000,9.479,3.901,5.215,0.363,KGZ
2001,9.479,3.901,5.215,0.363,KGZ
2002,9.479,3.901,5.215,0.363,KGZ
2003,9.479,3.901,5.215,0.363,KGZ
2004,9.479,3.901,5.215,0.363,KGZ
2005,10.257,3.947,5.864,0.446,KGZ
2006,10.257,3.947,5.864,0.446,KGZ
2007,10.257,3.947,5.864,0.446,KGZ
2008,10.257,3.947,5.864,0.446,KGZ
2009,10.257,3.947,5.864,0.446,KGZ
2010,10.946,3.982,6.432,0.532,KGZ
2011,10.946,3.982,6.432,0.532,KGZ
2012,10.946,3.982,6.432,0.532,KGZ
2013,10.946,3.982,6.432,0.532,KGZ
2014,10.946,3.982,6.432,0.532,KGZ
2015,11.038,3.985,6.48,0.573,KGZ
2016,11.038,3.985,6.48,0.573,KGZ
2017,11.038,3.985,6.48,0.573,KGZ
2018,11.038,3.985,6.48,0.573,KGZ
2019,11.038,3.985,6.48,0.573,KGZ
2020,11.038,3.985,6.48,0.573,KGZ
2021,11.038,3.985,6.48,0.573,KGZ
2022,11.038,3.985,6.48,0.573,KGZ
2000,4.572,3.265,1.16,0.148,LAO
2001,4.572,3.265,1.16,0.148,LAO
2002,4.572,3.265,1.16,0.148,LAO
2003,4.572,3.265,1.16,0.148,LAO
2004,4.572,3.265,1.16,0.148,LAO
2005,5.197,3.503,1.482,0.212,LAO
2006,5.197,3.503,1.482,0.212,LAO
2007,5.197,3.503,1.482,0.212,LAO
2008,5.197,3.503,1.482,0.212,LAO
2009,5.197,3.503,1.482,0.212,LAO
2010,5.947,3.767,1.872,0.308,LAO
2011,5.947,3.767,1.872,0.308,LAO
2012,5.947,3.767,1.872,0.308,LAO
2013,5.947,3.767,1.872,0.308,LAO
2014,5.947,3.767,1.872,0.308,LAO
2015,6.699,3.938,2.363,0.397,LAO
2016,6.699,3.938,2.363,0.397,LAO
2017,6.699,3.938,2.363,0.397,LAO
2018,6.699,3.938,2.363,0.397,LAO
2019,6.699,3.938,2.363,0.397,LAO
2020,6.699,3.938,2.363,0.397,LAO
2021,6.699,3.938,2.363,0.397,LAO
2022,6.699,3.938,2.363,0.397,LAO
2000,10.666,5.327,4.843,0.495,LVA
2001,10.666,5.327,4.843,0.495,LVA
2002,10.666,5.327,4.843,0.495,LVA
2003,10.666,5.327,4.843,0.495,LVA
2004,10.666,5.327,4.843,0.495,LVA
2005,11.051,5.304,5.081,0.667,LVA
2006,11.051,5.304,5.081,0.667,LVA
2007,11.051,5.304,5.081,0.667,LVA
2008,11.051,5.304,5.081,0.667,LVA
2009,11.051,5.304,5.081,0.667,LVA
2010,11.385,5.297,5.273,0.815,LVA
2011,11.385,5.297,5.273,0.815,LVA
2012,11.385,5.297,5.273,0.815,LVA
2013,11.385,5.297,5.273,0.815,LVA
2014,11.385,5.297,5.273,0.815,LVA
2015,11.736,5.49,5.323,0.923,LVA
2016,11.736,5.49,5.323,0.923,LVA
2017,11.736,5.49,5.323,0.923,LVA
2018,11.736,5.49,5.323,0.923,LVA
2019,11.736,5.49,5.323,0.923,LVA
2020,11.736,5.49,5.323,0.923,LVA
2021,11.736,5.49,5.323,0.923,LVA
2022,11.736,5.49,5.323,0.923,LVA
2000,6.374,4.877,1.458,0.04,LSO
2001,6.374,4.877,1.458,0.04,LSO
2002,6.374,4.877,1.458,0.04,LSO
2003,6.374,4.877,1.458,0.04,LSO
2004,6.374,4.877,1.458,0.04,LSO
2005,7.213,5.288,1.886,0.039,LSO
2006,7.213,5.288,1.886,0.039,LSO
2007,7.213,5.288,1.886,0.039,LSO
2008,7.213,5.288,1.886,0.039,LSO
2009,7.213,5.288,1.886,0.039,LSO
2010,6.081,4.988,1.052,0.041,LSO
2011,6.081,4.988,1.052,0.041,LSO
2012,6.081,4.988,1.052,0.041,LSO
2013,6.081,4.988,1.052,0.041,LSO
2014,6.081,4.988,1.052,0.041,LSO
2015,6.611,5.263,1.306,0.042,LSO
2016,6.611,5.263,1.306,0.042,LSO
2017,6.611,5.263,1.306,0.042,LSO
2018,6.611,5.263,1.306,0.042,LSO
2019,6.611,5.263,1.306,0.042,LSO
2020,6.611,5.263,1.306,0.042,LSO
2021,6.611,5.263,1.306,0.042,LSO
2022,6.611,5.263,1.306,0.042,LSO
2000,3.597,2.382,1.073,0.142,LBR
2001,3.597,2.382,1.073,0.142,LBR
2002,3.597,2.382,1.073,0.142,LBR
2003,3.597,2.382,1.073,0.142,LBR
2004,3.597,2.382,1.073,0.142,LBR
2005,3.964,2.624,1.19,0.15,LBR
2006,3.964,2.624,1.19,0.15,LBR
2007,3.964,2.624,1.19,0.15,LBR
2008,3.964,2.624,1.19,0.15,LBR
2009,3.964,2.624,1.19,0.15,LBR
2010,4.355,3.001,1.232,0.122,LBR
2011,4.355,3.001,1.232,0.122,LBR
2012,4.355,3.001,1.232,0.122,LBR
2013,4.355,3.001,1.232,0.122,LBR
2014,4.355,3.001,1.232,0.122,LBR
2015,4.703,3.289,1.31,0.104,LBR
2016,4.703,3.289,1.31,0.104,LBR
2017,4.703,3.289,1.31,0.104,LBR
2018,4.703,3.289,1.31,0.104,LBR
2019,4.703,3.289,1.31,0.104,LBR
2020,4.703,3.289,1.31,0.104,LBR
2021,4.703,3.289,1.31,0.104,LBR
2022,4.703,3.289,1.31,0.104,LBR
2000,7.04,4.375,2.323,0.342,LBY
2001,7.04,4.375,2.323,0.342,LBY
2002,7.04,4.375,2.323,0.342,LBY
2003,7.04,4.375,2.323,0.342,LBY
2004,7.04,4.375,2.323,0.342,LBY
2005,7.791,4.583,2.657,0.551,LBY
2006,7.791,4.583,2.657,0.551,LBY
2007,7.791,4.583,2.657,0.551,LBY
2008,7.791,4.583,2.657,0.551,LBY
2009,7.791,4.583,2.657,0.551,LBY
2010,8.428,4.752,2.924,0.751,LBY
2011,8.428,4.752,2.924,0.751,LBY
2012,8.428,4.752,2.924,0.751,LBY
2013,8.428,4.752,2.924,0.751,LBY
2014,8.428,4.752,2.924,0.751,LBY
2015,9.292,4.987,3.253,1.052,LBY
2016,9.292,4.987,3.253,1.052,LBY
2017,9.292,4.987,3.253,1.052,LBY
2018,9.292,4.987,3.253,1.052,LBY
2019,9.292,4.987,3.253,1.052,LBY
2020,9.292,4.987,3.253,1.052,LBY
2021,9.292,4.987,3.253,1.052,LBY
2022,9.292,4.987,3.253,1.052,LBY
2000,10.293,5.476,4.311,0.506,LTU
2001,10.293,5.476,4.311,0.506,LTU
2002,10.293,5.476,4.311,0.506,LTU
2003,10.293,5.476,4.311,0.506,LTU
2004,10.293,5.476,4.311,0.506,LTU
2005,10.884,5.495,4.577,0.812,LTU
2006,10.884,5.495,4.577,0.812,LTU
2007,10.884,5.495,4.577,0.812,LTU
2008,10.884,5.495,4.577,0.812,LTU
2009,10.884,5.495,4.577,0.812,LTU
2010,11.417,5.48,5.006,0.931,LTU
2011,11.417,5.48,5.006,0.931,LTU
2012,11.417,5.48,5.006,0.931,LTU
2013,11.417,5.48,5.006,0.931,LTU
2014,11.417,5.48,5.006,0.931,LTU
2015,11.756,5.477,5.189,1.09,LTU
2016,11.756,5.477,5.189,1.09,LTU
2017,11.756,5.477,5.189,1.09,LTU
2018,11.756,5.477,5.189,1.09,LTU
2019,11.756,5.477,5.189,1.09,LTU
2020,11.756,5.477,5.189,1.09,LTU
2021,11.756,5.477,5.189,1.09,LTU
2022,11.756,5.477,5.189,1.09,LTU
2000,9.918,5.448,3.932,0.538,LUX
2001,9.918,5.448,3.932,0.538,LUX
2002,9.918,5.448,3.932,0.538,LUX
2003,9.918,5.448,3.932,0.538,LUX
2004,9.918,5.448,3.932,0.538,LUX
2005,10.592,5.51,4.335,0.746,LUX
2006,10.592,5.51,4.335,0.746,LUX
2007,10.592,5.51,4.335,0.746,LUX
2008,10.592,5.51,4.335,0.746,LUX
2009,10.592,5.51,4.335,0.746,LUX
2010,11.332,5.588,4.738,1.006,LUX
2011,11.332,5.588,4.738,1.006,LUX
2012,11.332,5.588,4.738,1.006,LUX
2013,11.332,5.588,4.738,1.006,LUX
2014,11.332,5.588,4.738,1.006,LUX
2015,11.956,5.889,5.034,1.033,LUX
2016,11.956,5.889,5.034,1.033,LUX
2017,11.956,5.889,5.034,1.033,LUX
2018,11.956,5.889,5.034,1.033,LUX
2019,11.956,5.889,5.034,1.033,LUX
2020,11.956,5.889,5.034,1.033,LUX
2021,11.956,5.889,5.034,1.033,LUX
2022,11.956,5.889,5.034,1.033,LUX
2000,3.73,3.373,0.346,0.012,MWI
2001,3.73,3.373,0.346,0.012,MWI
2002,3.73,3.373,0.346,0.012,MWI
2003,3.73,3.373,0.346,0.012,MWI
2004,3.73,3.373,0.346,0.012,MWI
2005,4.675,4.167,0.498,0.01,MWI
2006,4.675,4.167,0.498,0.01,MWI
2007,4.675,4.167,0.498,0.01,MWI
2008,4.675,4.167,0.498,0.01,MWI
2009,4.675,4.167,0.498,0.01,MWI
2010,5.011,4.393,0.609,0.008,MWI
2011,5.011,4.393,0.609,0.008,MWI
2012,5.011,4.393,0.609,0.008,MWI
2013,5.011,4.393,0.609,0.008,MWI
2014,5.011,4.393,0.609,0.008,MWI
2015,5.359,4.544,0.803,0.012,MWI
2016,5.359,4.544,0.803,0.012,MWI
2017,5.359,4.544,0.803,0.012,MWI
2018,5.359,4.544,0.803,0.012,MWI
2019,5.359,4.544,0.803,0.012,MWI
2020,5.359,4.544,0.803,0.012,MWI
2021,5.359,4.544,0.803,0.012,MWI
2022,5.359,4.544,0.803,0.012,MWI
2000,9.487,5.235,3.977,0.275,MYS
2001,9.487,5.235,3.977,0.275,MYS
2002,9.487,5.235,3.977,0.275,MYS
2003,9.487,5.235,3.977,0.275,MYS
2004,9.487,5.235,3.977,0.275,MYS
2005,10.158,5.393,4.381,0.384,MYS
2006,10.158,5.393,4.381,0.384,MYS
2007,10.158,5.393,4.381,0.384,MYS
2008,10.158,5.393,4.381,0.384,MYS
2009,10.158,5.393,4.381,0.384,MYS
2010,10.887,5.562,4.823,0.502,MYS
2011,10.887,5.562,4.823,0.502,MYS
2012,10.887,5.562,4.823,0.502,MYS
2013,10.887,5.562,4.823,0.502,MYS
2014,10.887,5.562,4.823,0.502,MYS
2015,11.367,5.665,5.031,0.671,MYS
2016,11.367,5.665,5.031,0.671,MYS
2017,11.367,5.665,5.031,0.671,MYS
2018,11.367,5.665,5.031,0.671,MYS
2019,11.367,5.665,5.031,0.671,MYS
2020,11.367,5.665,5.031,0.671,MYS
2021,11.367,5.665,5.031,0.671,MYS
2022,11.367,5.665,5.031,0.671,MYS
2000,4.582,2.993,1.563,0.026,MDV
2001,4.582,2.993,1.563,0.026,MDV
2002,4.582,2.993,1.563,0.026,MDV
2003,4.582,2.993,1.563,0.026,MDV
2004,4.582,2.993,1.563,0.026,MDV
2005,5.329,3.382,1.913,0.034,MDV
